"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-319-punishment-for-disposal-of-property-to-prevent-attachment/","0","2024-12-08 17:48 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-318-punishment-for-obstructing-an-income-tax-authority/","0","2024-12-08 17:48 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-317-punishment-for-improper-use-of-tax-payers-identification-number/","0","2024-12-08 17:48 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-316-punishment-for-furnishing-fake-audit-report-subject-to-verification/","0","2024-12-08 17:47 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-315-punishment-for-failure-of-tax-deduction-or-collection-at-source-or-for-failure-to-deposit-the-same-in-government-exchequer/","0","2024-12-08 17:42 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-314-punishment-for-false-certificate/","0","2024-12-08 17:42 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-313-punishment-for-false-statement-in-verification/","0","2024-12-08 17:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-312-punishment-to-attempt-avoidance-of-tax/","0","2024-12-08 17:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-311-punishment-for-failure-to-furnish-information-and-failure-to-perform-certain-duties/","0","2025-06-21 04:40 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-310-the-provisions-of-this-part-shall-be-consistent-with-other-provisions/","0","2024-12-08 17:38 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-309-statement-returns-etc-to-be-confidential/","0","2024-09-27 19:36 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-308-bar-on-suit-or-prosecution/","0","2024-12-08 17:37 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-307-post-verification-of-the-agreement/","0","2024-12-08 17:37 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-306-limitation-for-appeal-where-agreement-is-not-concluded/","0","2025-06-21 04:38 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-304-decision-of-the-alternative-dispute-resolution/","0","2024-12-08 17:35 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-305-effect-of-agreement/","0","2024-12-08 17:33 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-303-stay-of-proceeding-in-case-of-pending-appeal-or-reference-at-appellate-tribunal-or-high-court-division/","0","2024-12-08 17:31 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-302-procedures-of-disposal-of-tax-dispute-by-the-alternative-dispute-resolution/","0","2024-12-08 17:33 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-301-rights-and-duties-of-the-assessee-for-alternative-dispute-resolution/","0","2024-12-08 17:27 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-300-facilitator-in-alternative-dispute-resolution-process/","0","2024-12-08 17:34 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-299-representative-of-commissioner/","0","2024-12-08 17:18 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-298-application-of-alternative-dispute-resolution/","0","2024-08-05 03:17 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-297-alternative-dispute-resolution/","0","2024-12-08 17:17 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-296-definitions/","0","2025-06-21 04:35 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-295-appeal-to-the-appellate-division/","0","2024-12-08 17:17 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-294-decision-of-the-high-court-division/","0","2024-12-08 17:17 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-293-reference-to-the-high-court-division/","0","2024-08-05 03:16 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-292-disposal-of-appeal-by-the-appellate-tribunal/","0","2025-06-21 04:33 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-291-appeal-to-the-appellate-tribunal/","0","2024-08-05 03:11 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-290-appeal-against-order-of-tax-recovery-officer/","0","2024-12-08 17:12 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-289-decision-of-appeal/","0","2024-12-08 17:10 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-288-procedure-to-be-followed-in-disposal-of-appeal/","0","2024-12-08 17:10 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-287-form-procedure-and-time-limit-of-filling-appeal/","0","2024-12-08 17:10 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-286-appeal-to-appellate-income-tax-authority/","0","2024-08-05 03:09 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-285-revisional-power-of-commissioner/","0","2024-08-05 03:06 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-284-revision-of-penalty-based-on-the-revised-amount-of-income/","0","2024-12-08 17:09 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-283-penalty-to-be-without-prejudice-to-other-liability/","0","2024-12-08 17:04 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-282-orders-of-penalty-to-be-sent-to-deputy-commissioner-of-taxes/","0","2024-12-08 17:04 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-281-previous-approval-of-inspecting-additional-commissioner-for-imposing-penalty/","0","2024-12-08 17:03 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-280-bar-to-imposition-of-penalty-without-hearing/","0","2024-12-08 17:02 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-279-penalty-for-failure-to-comply-with-the-provisions-of-section-239/","0","2024-12-08 17:02 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-278-penalty-for-failure-to-comply-with-the-provisions-of-section-238/","0","2024-12-08 16:57 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-277-penalty-for-failure-to-comply-with-the-provisions-of-section-237/","0","2024-12-08 16:57 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-276-penalty-for-failure-to-comply-with-the-provisions-of-section-235/","0","2024-12-08 16:59 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-275-penalty-for-default-in-payment-of-tax/","0","2024-12-08 16:56 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-274-penalty-for-furnishing-fake-audit-report/","0","2024-12-08 16:56 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-273-penalty-for-incorrect-or-false-audit-report-by-chartered-accountant/","0","2024-12-08 16:53 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-272-penalty-for-concealment-of-income/","0","2025-06-21 04:31 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-271-failure-to-pay-tax-on-the-basis-of-return/","0","2024-08-05 03:24 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-270-penalty-for-non-compliance-with-notice/","0","2024-08-04 18:27 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-269-failure-to-pay-advance-tax-etc/","0","2024-12-08 16:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-268-penalty-for-using-fake-tax-payers-identification-number/","0","2024-12-08 16:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-267-penalty-for-not-maintaining-accounts-in-the-prescribed-manner/","0","2024-12-08 16:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-266-penalty-for-failure-to-file-return-etc/","0","2024-12-08 16:45 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-265-displaying-proof-of-submission-of-return/","0","2024-08-04 18:24 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-264-obligation-to-file-proof-of-submission-of-return/","0","2025-06-21 04:19 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-263-withholder-identification-number-win/","0","2024-12-08 16:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-262-cancellation-of-registration-of-taxpayer/","0","2024-12-08 16:42 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-261-registration-of-taxpayer/","0","2024-12-08 16:42 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-260-liability-to-tax-in-case-of-air-transport-business-of-non-residents/","0","2025-06-27 10:29 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-259-liability-to-tax-in-case-of-shipping-business-of-non-residents/","0","2024-12-08 16:39 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-258-liability-of-liquidator-for-tax-of-private-companies-under-liquidation/","0","2024-12-08 16:39 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-257-liability-of-directors-for-unrecoverable-tax-of-private-companies/","0","2024-12-08 16:38 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-256-liability-of-partners-etc-for-discontinued-business-of-a-firm-etc/","0","2024-12-08 16:38 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-255-liability-of-firm-or-association-for-unrecoverable-tax-due-from-partners-or-members/","0","2025-06-21 02:35 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-254-right-of-representative-to-recover-tax-paid/","0","2024-12-08 16:34 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-253-persons-to-be-treated-as-agent/","0","2024-12-08 16:34 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-251-provisions-of-tax-deduction-at-source-where-double-taxation-agreement-is-in-place/","0","2024-12-08 16:32 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-250-appeal/","0","2024-12-07 18:07 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-249-limitation-on-claim-of-foreign-tax-credit/","0","2024-12-07 18:07 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-248-effectiveness-of-computation-of-income-on-the-approval-of-foreign-tax-adjustments/","0","2024-12-07 18:06 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-247-foreign-tax-credit/","0","2024-12-07 18:03 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-252-liability-of-representative-in-certain-cases/","0","2024-12-08 16:33 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-246-exemption-for-income-earned-outside-bangladesh/","0","2024-12-07 18:03 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-245-definitions/","0","2024-12-07 17:58 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-244-tax-agreement/","0","2025-06-21 02:32 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-243-tax-clearance-certificate-required-for-persons-leaving-bangladesh/","0","2024-12-07 18:04 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-242-avoidance-of-tax-by-transactions-in-securities/","0","2024-12-07 18:03 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-241-avoidance-of-tax-through-transfer-of-assets/","0","2024-12-07 18:01 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-240-avoidance-of-tax-through-transactions-with-non-residents/","0","2024-12-07 18:00 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-239-report-from-an-accountant-to-be-furnished/","0","2024-12-07 17:52 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-238-statement-of-international-transactions-to-be-submitted/","0","2024-12-07 17:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-236-reference-to-transfer-pricing-officer/","0","2024-12-07 17:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-235-computation-of-arms-length-price/","0","2024-12-07 17:47 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-237-maintenance-and-keeping-of-information-documents-and-records/","0","2024-12-07 17:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-234-determination-of-income-from-international-transaction-having-regard-to-arms-length-price/","0","2024-12-07 17:47 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-233-definitions/","0","2024-12-07 17:47 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-232-methods-of-adjustment/","0","2025-06-21 02:30 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-231-adjustment-of-tax-benefits/","0","2024-12-07 17:46 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-230-definitions/","0","2024-12-07 17:42 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-229-refund-on-the-basis-of-orders-in-appeal/","0","2024-12-07 17:41 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-228-correctness-of-assessment-etc-not-to-be-questioned/","0","2024-12-07 17:41 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-226-claim-of-refund/","0","2024-12-07 17:40 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-224-entitlement-to-refund/","0","2024-12-07 17:36 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-225-claim-adjustment-and-refund/","0","2024-12-07 17:36 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-223-interim-freeze-or-seizure-of-assets/","0","2025-06-21 02:25 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-222-taking-simultaneous-action-in-tax-collection/","0","2024-12-07 17:36 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-221-other-modes-of-recovery/","0","2025-06-21 02:22 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-220-recovery-of-tax-through-collector-of-district/","0","2024-12-07 17:35 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-227-claim-of-refund-for-deceased-or-disabled-persons/","0","2024-12-07 17:40 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-219-validity-of-certificate-for-recovery-not-open-to-dispute/","0","2024-12-07 17:31 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-218-power-of-withdrawal-of-certificate-and-stay-of-proceeding/","0","2024-12-07 17:30 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-217-method-of-recovery-by-tax-recovery-officer/","0","2024-12-07 17:30 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-216-certificate-for-recovery-of-tax/","0","2024-12-07 17:29 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-215-direct-collection-and-refund/","0","2024-12-07 17:26 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-214-notice-of-demand/","0","2025-06-21 02:19 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-213-power-of-inspecting-additional-commissioner-of-taxes-to-revise-the-erroneous-order/","0","2024-12-07 17:25 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-212-tax-etc-escaping-payment/","0","2025-06-21 02:17 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-210-provision-of-acquired-assets/","0","2024-12-07 17:21 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-211-power-to-take-evidence-on-oath-etc/","0","2024-12-07 17:24 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-209-provision-of-seized-assets/","0","2024-12-07 17:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-207-transfer-of-records-relating-to-seized-income-to-the-deputy-commissioner-of-taxes/","0","2024-12-07 17:19 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-206-power-of-search-and-seizure/","0","2024-12-07 17:15 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-205-power-of-survey/","0","2024-12-07 17:14 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-204-search-and-investigation/","0","2025-06-21 02:14 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-203-searching-sources-of-income/","0","2024-12-07 17:13 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-202-inspection-of-business-records/","0","2025-06-21 02:10 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-208-period-of-retention-of-records-relating-to-seized-income/","0","2024-12-07 17:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-201-automatic-furnishing-of-information/","0","2024-12-07 17:07 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-200-collection-of-information/","0","2025-06-21 02:09 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-199-application-of-rules-in-information-collection/","0","2024-12-07 17:04 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-198-definitions/","0","2024-08-04 18:18 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-197-time-limitation-for-assessment/","0","2025-06-21 02:04 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-196-bar-to-question-assessment/","0","2024-12-07 17:04 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-194-assessment-in-the-case-of-income-of-a-deceased-person/","0","2024-12-07 17:03 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-195-spot-assessment/","0","2025-06-21 01:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-193-assessment-in-case-of-persons-leaving-bangladesh/","0","2025-06-21 01:47 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-192-assessment-in-case-of-partition-of-a-hindu-undivided-family/","0","2024-12-07 16:56 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-191-assessment-in-case-of-discontinued-business/","0","2024-12-07 16:56 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-190-assessment-in-case-of-succession-to-business-otherwise-than-on-death/","0","2024-12-07 17:02 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-189-assessment-in-case-of-constitution-of-new-successor-firm/","0","2024-12-07 16:51 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-188-assessment-in-case-of-change-in-the-constitution-of-a-firm/","0","2024-12-07 16:50 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-187-assessment-of-firms-or-association-of-persons/","0","2025-06-21 01:31 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-186-audit-of-the-return-of-withholding-tax/","0","2024-12-07 16:49 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-185-provisional-assessment/","0","2025-06-20 19:25 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-184-best-judgment-assessment/","0","2024-12-07 16:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-183-assessment-by-the-deputy-commissioner-of-taxes-on-the-basis-of-return/","0","2025-06-20 19:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-182-audit/","0","2025-06-20 19:13 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-181-process-of-return/","0","2024-12-07 16:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-180-self-assessment/","0","2025-06-20 19:08 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-179-production-of-accounts-and-documents-etc/","0","2024-08-04 13:41 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-178-concurrent-jurisdiction/","0","2024-12-07 16:42 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-177-return-of-withholding-tax/","0","2025-06-30 18:17 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-176-consequences-of-filling-incomplete-return/","0","2024-08-04 13:11 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-175-filing-of-revised-return-in-case-of-normal-return/","0","2025-06-20 13:30 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-174-computation-of-tax-in-case-of-return-filing-after-tax-day/","0","2025-07-25 14:56 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-173-on-payment-of-income-tax-and-surcharge-on-or-before-the-date-of-filing-of-return/","0","2025-06-20 13:00 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-172-notice-of-filing-return/","0","2024-12-07 16:26 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-171-time-of-filling-return/","0","2025-06-20 12:44 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-170-obligation-to-file-returns-under-self-assessment-method/","0","2025-06-20 12:37 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-168-filling-of-statements-of-life-style-related-expenses/","0","2024-08-04 12:16 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-169-general-rules-for-filing-returns/","0","2025-06-20 12:30 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-167-filling-of-statements-of-assets-and-liabilities/","0","2024-08-03 19:38 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-166-filling-of-return/","0","2025-06-20 12:15 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-165-return/","0","2024-08-03 19:31 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-164-additional-tax-deducted-or-collected-at-source-not-being-base-of-minimum-tax/","0","2024-08-03 19:30 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-162-interest-payable-by-the-assessee-on-deficiency-in-payment-of-advance-tax/","0","2025-06-20 07:39 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-163-minimum-tax/","0","2025-06-20 07:43 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-161-interest-payable-by-government-on-excess-payment-of-advance-tax/","0","2024-12-07 16:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-160-imposition-of-interest-for-failure-to-pay-advance-tax/","0","2024-12-07 16:21 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-159-explanation/","0","2024-12-07 16:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-158-credit-of-advance-tax/","0","2024-12-07 16:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-157-failure-to-pay-installments-of-advance-tax/","0","2024-12-07 16:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-156-advance-payment-of-tax-by-new-assessees/","0","2025-06-27 10:20 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-155-amount-of-advance-tax-and-time-of-payment-thereof/","0","2024-12-07 16:11 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-154-advance-payment-of-tax/","0","2024-12-07 16:11 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-153-collection-of-advance-tax-from-the-owners-of-private-motor-car/","0","2025-06-20 07:31 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-152-collection-of-advance-tax-from-cigarette-manufacturers/","0","2025-06-20 07:18 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-151-payment-of-tax-where-no-deduction-is-made/","0","2024-12-07 16:10 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-150-credit-of-tax-deducted-or-collected-at-source/","0","2024-12-07 16:10 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-149-relief-from-deduction-or-collection-of-tax-at-source/","0","2024-12-07 16:05 +00:00"
"https://www.taxvatpoint.com/income-tax-act-bangla-section-148-power-to-impose-taxes-without-prejudice-to-other-methods/","0","2024-12-07 15:55 +00:00"
