Source Document,Target Document,Reference Type,Source Text,Target Section,Confidence,Act Name,Year,Section,Subsection,Rule Number,SRO Number,Circular Number,Context Before,Context After
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"ধিত যেকোনো কোম্পানি এবং এর আয় নির্ধারণে এই আইনের","র বিধান প্রযোজ্য হইবে। ২ 'করবর্ষ' অর্থ ১ জুলাই হইত"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"ল্লিখিত বিধান অনুসারে নির্ধারিত হইবে এবং এই আইনের","বর্ণিত স্ল্যাব অনুযায়ী প্রয়োগ করিতে হইবে। ১ করয"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"া অনুসরণ করিতে হইবে। ২ কর অবকাশের বিষয়ে এই আইনের","র ১ম অংশে বর্ণিত বিধান প্রযোজ্য হইবে এবং বিশেষ ক্ষ"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"জ্য হইবে। ৩ উৎসে কর কর্তনের হার ও পদ্ধতি এই আইনের","র ৩য় অংশে বিস্তারিতভাবে বর্ণিত এবং পরিপত্র নং ১০/"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"দ্বিতীয় তফসিলে",schedule_2,0.600,,,,,,,,"তিগত করদাতার ক্ষেত্রে সর্বনিম্ন করের হার এই আইনের","র ২য় অংশে নির্ধারিত এবং সাধারণ আদেশ নং ১৫/২০২৪ অন"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"নিকট করা যাইবে। আপিলের পদ্ধতি ও সময়সীমা এই আইনের","বর্ণিত এবং পরিপত্র নং ১৩/২০২৪ এ আপিল সংক্রান্ত বি"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"াখিলের সময়সীমা ৬০ (ষাট) দিন এবং আপিল ফি এই আইনের","র ১ম অংশে নির্ধারিত। বিশেষ ক্ষেত্রে সাধারণ আদেশ নং"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"ধীন নিবন্ধিত যেকোনো কোম্পানি এবং এর আয় নির্ধারণে","র বিধান প্রযোজ্য হইবে। ২ 'করবর্ষ' অর্থ ১ জুলাই হইত"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"া (১) এ উল্লিখিত বিধান অনুসারে নির্ধারিত হইবে এবং","বর্ণিত স্ল্যাব অনুযায়ী প্রয়োগ করিতে হইবে। ১ করয"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"নির্দেশনা অনুসরণ করিতে হইবে। ২ কর অবকাশের বিষয়ে","র ১ম অংশে বর্ণিত বিধান প্রযোজ্য হইবে এবং বিশেষ ক্ষ"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"হার প্রযোজ্য হইবে। ৩ উৎসে কর কর্তনের হার ও পদ্ধতি","র ৩য় অংশে বিস্তারিতভাবে বর্ণিত এবং পরিপত্র নং ১০/"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের দ্বিতীয় তফসিলে",schedule_2,0.600,,,,,,,,"। ২ ব্যক্তিগত করদাতার ক্ষেত্রে সর্বনিম্ন করের হার","র ২য় অংশে নির্ধারিত এবং সাধারণ আদেশ নং ১৫/২০২৪ অন"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"তৃপক্ষের নিকট করা যাইবে। আপিলের পদ্ধতি ও সময়সীমা","বর্ণিত এবং পরিপত্র নং ১৩/২০২৪ এ আপিল সংক্রান্ত বি"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"এই আইনের তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"১ আপিল দাখিলের সময়সীমা ৬০ (ষাট) দিন এবং আপিল ফি","র ১ম অংশে নির্ধারিত। বিশেষ ক্ষেত্রে সাধারণ আদেশ নং"
01_income_tax_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলের বিধান",schedule_3,0.600,,,,,,,,"ধিত যেকোনো কোম্পানি এবং এর আয় নির্ধারণে এই আইনের","প্রযোজ্য হইবে। ২ 'করবর্ষ' অর্থ ১ জুলাই হইতে পরবর্"
01_income_tax_act_simulation.json,ordinance_১৯৮৪_simulation.json,ordinance_reference," সম্পদ মূল্যায়ন ইত্যাদি বিষয়ে আপিল আয়কর কর্তৃপক্ষের নিকট করা যাইবে। আপিলের পদ্ধতি ও সময়সীমা এই আইনের তৃতীয় তফসিলে বর্ণিত এবং পরিপত্র নং ১৩/২০২৪ এ আপিল সংক্রান্ত বিস্তারিত নির্দেশনা প্রদান করা হইয়াছে। ১ আপিল দাখিলের সময়সীমা ৬০ (ষাট) দিন এবং আপিল ফি এই আইনের তৃতীয় তফসিলের ১ম অংশে নির্ধারিত। বিশেষ ক্ষেত্রে সাধারণ আদেশ নং ১৬/২০২৪ অনুসারে সময়সীমা বৃদ্ধির বিধান রহিয়াছে। ২ আপিল নিষ্পত্তির পদ্ধতি পরিপত্র নং ১৪/২০২৪ এ বিস্তারিতভাবে বর্ণিত এবং আয়কর অধ্যাদেশ, ১৯৮৪ এর ২৮৫ ধারায়",section_২৮৫,1.000,,১৯৮৪,২৮৫,,,,,"তৃপক্ষের নিকট আপিল করনির্ধারণী আদেশ, জরিমানা আরোপ,","বর্ণিত পদ্ধতি এই আইনের অধীনেও প্রযোজ্য থাকিবে। ২০"
02_finance_act_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮ম ধারায়",section_৮_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮,২০২৩,,,,"ং প্রতিবন্ধী ব্যক্তিদের ক্ষেত্রে ৪,৫০,০০০ টাকা যা","বর্ণিত সাধারণ বিধানের সাথে সামঞ্জস্যপূর্ণ। ৩ কোম্"
02_finance_act_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২য় ধারায়",section_২_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,২,২০২৩,,,,"ওভারযুক্ত কোন ব্যক্তি বা প্রতিষ্ঠান যাহার নিবন্ধন","সংজ্ঞায়িত করদাতার শ্রেণী অনুসারে বাধ্যতামূলক।"" চ"
02_finance_act_simulation.json,06_tds_rules_simulation.json,rules_reference," নির্দিষ্ট ক্ষেত্রে উৎসে কর কর্তন করিতে হইবে এবং এসআরও নং ২৪১/২০২৪ এ বর্ণিত বিশেষ ক্ষেত্রে অতিরিক্ত শর্ত প্রযোজ্য হইবে।" ১ ঠিকাদারি কার্যক্রমের ক্ষেত্রে উৎসে কর কর্তনের হার ৭ শতাংশ এবং পেশাদার সেবার ক্ষেত্রে ১২ শতাংশ যা উৎসে কর কর্তন বিধিমালা, ২০২৪ এর ৩য় ও ৪র্থ নিয়ম",rule_৩_and_৪,0.900,,২০২৪,,,৩,,,"বং উৎসে কর কর্তন বিধিমালা, ২০২৪ এর বিধান সাপেক্ষে,","ে বিস্তারিতভাবে বর্ণিত। ২ অনাবাসী ব্যক্তির ক্ষেত্র"
02_finance_act_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৪১/২০২৪",sro_২৪১_২০২৪,1.000,,,,,,২৪১/২০২৪,,", নির্দিষ্ট ক্ষেত্রে উৎসে কর কর্তন করিতে হইবে এবং","এ বর্ণিত বিশেষ ক্ষেত্রে অতিরিক্ত শর্ত প্রযোজ্য হই"
02_finance_act_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৫০/২০২৪",sro_২৫০_২০২৪,1.000,,,,,,২৫০/২০২৪,,"ফসিলের অধীন আমদানি শুল্কের হার সংশোধন করা হইল এবং","এ এ সংক্রান্ত বিস্তারিত বিধান প্রদান করা হইয়াছে।"
02_finance_act_simulation.json,04_sro_notification_simulation.json,sro_reference,"এসআরও নং ২৫১/২০২৪",sro_২৫১_২০২৪,1.000,,,,,,২৫১/২০২৪,,"কের হার ১৫ শতাংশ এবং কাঁচামাল আমদানিতে ৫ শতাংশ যা","এ বিস্তারিতভাবে উল্লেখ রহিয়াছে। পঞ্চম অধ্যায় বি"
02_finance_act_simulation.json,03_nbr_circular_simulation.json,circular_reference,"জাতীয় রাজস্ব বোর্ডের পরিপত্র নং ০৬/২০২৪",circular_০৬_২০২৪,0.900,,,,,,,০৬/২০২৪,"০,০০০ টাকা পর্যন্ত আয়ের উপর ১০ শতাংশ; এবং এই হার","অনুসারে প্রয়োগ করিতে হইবে। ২ মহিলা করদাতার ক্ষেত"
02_finance_act_simulation.json,03_nbr_circular_simulation.json,circular_reference,"জাতীয় রাজস্ব বোর্ডের পরিপত্র নং ২০/২০২৪",circular_২০_২০২৪,0.900,,,,,,,২০/২০২৪,"ও বিধির প্রাসঙ্গিক অংশ রহিত বলিয়া গণ্য হইবে এবং","এ এ সংক্রান্ত ট্রানজিশন নির্দেশনা প্রদান করা হইয়"
02_finance_act_simulation.json,03_nbr_circular_simulation.json,circular_reference,"জাতীয় রাজস্ব বোর্ডের সাধারণ আদেশ নং ১৫/২০২৪",general_order_১৫_২০২৪,0.900,,,,,,,১৫/২০২৪,"ত্রে সর্বনিম্ন কর বার্ষিক আয়ের উপর ০.৫ শতাংশ এবং","অনুসারে বিশেষ ক্ষেত্রে ভিন্ন হার প্রযোজ্য হইবে। ত"
02_finance_act_simulation.json,03_nbr_circular_simulation.json,circular_reference,"সাধারণ আদেশ নং ২৫/২০২৪",general_order_২৫_২০২৪,0.900,,,,,,,২৫/২০২৪,"আয়কর আইন, ২০২৩ এর সাথে সঙ্গতিপূর্ণ হইতে হইবে এবং","অনুসারে প্রয়োজনীয় সংশোধনী আনয়ন করিতে হইবে। আয়"
02_finance_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"তৃতীয় তফসিলে",schedule_3,0.600,,,,,,,,"ম্পানির ক্ষেত্রে ২২.৫ শতাংশ যা আয়কর আইন, ২০২৩ এর","বর্ণিত বিস্তারিত বিধানের সাথে সঙ্গতিপূর্ণ। ৭ আয়ক"
02_finance_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"সে কর কর্তনের হার ৩০ শতাংশ এবং আয়কর আইন, ২০২৩ এর","র ৩য় অংশে বর্ণিত বিশেষ বিধান প্রযোজ্য হইবে। ৮ আয়"
02_finance_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"দ্বিতীয় তফসিলে",schedule_2,0.600,,,,,,,,"উপর ০.১০ শতাংশ যেইটি বেশি এবং আয়কর আইন, ২০২৩ এর","র ২য় অংশে এ সংক্রান্ত বিস্তারিত বিধান রহিয়াছে। ২"
02_finance_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"স আইন, ১৯৬৯ (East Pakistan Act No. IV of 1969) এর","র অধীন আমদানি শুল্কের হার সংশোধন করা হইল এবং এসআরও"
02_finance_act_simulation.json,05_tax_schedules_simulation.json,schedule_reference,"প্রথম তফসিলে",schedule_1,0.600,,,,,,,,"ন প্রদান করা হইয়াছে। উক্ত হার আয়কর আইন, ২০২৩ এর","র সাথে সামঞ্জস্য রাখিয়া নির্ধারিত। ১ যন্ত্রপাতি আ"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ (২০২৩ সনের ১২ নং আইন) এর ২য় ধারায়",section_২_subsection_১২,1.000,আয়কর আইন,২০২৩,২,১২,,,,"/২০২ৄ করদাতা শ্রেণীবিভাগ ও বিশেষ বিধান ২০২৪-০৭-০১","সংজ্ঞায়িত করদাতার শ্রেণীবিভাগ এবং অর্থ আইন, ২০২৪"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ (২০২৪ সনের ০৫ নং আইন) এর ৬ম ধারায়",section_৬_subsection_০৫,1.000,অর্থ আইন,২০২৪,৬,০৫,,,,"এর ২য় ধারায় সংজ্ঞায়িত করদাতার শ্রেণীবিভাগ এবং","নির্ধারিত বিশেষ বিধান বাস্তবায়নের জন্য নিম্নলিখি"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ২য় ধারার উপ-ধারা (১)",section_২_subsection_১,1.000,আয়কর আইন,২০২৩,২,১,,,,"্নলিখিত নির্দেশনা প্রদান করা হইল: ১ সাধারণ করদাতা","অনুযায়ী সংজ্ঞায়িত সাধারণ করদাতার ক্ষেত্রে অর্থ"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (১)",section_৬_subsection_১,1.000,অর্থ আইন,২০২৪,৬,১,,,,"া (১) অনুযায়ী সংজ্ঞায়িত সাধারণ করদাতার ক্ষেত্রে","এ উল্লিখিত হার প্রযোজ্য হইবে। বিশেষত: (ক) বার্ষিক"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (২)",section_৬_subsection_২,1.000,অর্থ আইন,২০২৪,৬,২,,,,"্ণিত স্ল্যাব অনুযায়ী কর প্রযোজ্য। ২ মহিলা করদাতা","অনুযায়ী মহিলা করদাতার ক্ষেত্রে করমুক্ত আয়ের সীম"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮ম ধারায়",section_৮_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮,২০২৩,,,,"ার ক্ষেত্রে করমুক্ত আয়ের সীমা ৩.৫০ লক্ষ টাকা এবং","বর্ণিত অন্যান্য বিধান প্রযোজ্য থাকিবে। উক্ত সীমার"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫ম ধারায়",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"াধারণ হার প্রযোজ্য হইবে। ৩ বিশেষ ক্ষেত্রে প্রয়োগ","উল্লিখিত উৎসে কর কর্তনের ক্ষেত্রে এই পরিপত্রের বি"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারায়",section_৬_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,৬,২০২৪,,,,"। ০৬/২০২৪ আয়কর হার প্রয়োগ নির্দেশিকা ২০২৪-০৭-০৫","নির্ধারিত আয়করের হার এবং আয়কর আইন, ২০২৩ এর ৫ম ধ"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৫ম ধারায়",section_৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৫,২০২৩,,,,"আইন, ২০২৪ এর ৬ম ধারায় নির্ধারিত আয়করের হার এবং","বর্ণিত মূল অধিকরণের সাথে সামঞ্জস্য রাখিয়া নিম্নল"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (১)",section_৬_subsection_১,1.000,অর্থ আইন,২০২৪,৬,১,,,,"়কর আইন, ২০২৩ এর প্রথম তফসিলে উল্লিখিত কর স্ল্যাব","অনুযায়ী সংশোধিত হইয়াছে। (ক) প্রথম ৩ লক্ষ টাকা -"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮৫ম ধারায়",section_৮৫_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮৫,২০২৩,,,,"- ২০%; (চ) এর অধিক - ২৫%। ২ উৎসে কর কর্তন সমন্বয়","বর্ণিত উৎসে কর কর্তনের ক্ষেত্রে উৎসে কর কর্তন বিধ"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ১৬৩তম ধারায়",section_১৬৩_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,১৬৩,২০২৩,,,,"র সময় সমন্বয় করিতে হইবে। ৩ সর্বনিম্ন কর বিবেচনা","বর্ণিত সর্বনিম্ন কর এবং অর্থ আইন, ২০২৪ এর ৮ম ধারা"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৮ম ধারায়",section_৮_subsection_২০২৪,1.000,অর্থ আইন,২০২৪,৮,২০২৪,,,,"আইন, ২০২৩ এর ১৬৩তম ধারায় বর্ণিত সর্বনিম্ন কর এবং","নির্ধারিত নতুন হার প্রয়োগের ক্ষেত্রে পরিপত্র নং"
03_nbr_circular_simulation.json,01_income_tax_act_simulation.json,act_reference,"আয়কর আইন, ২০২৩ এর ৮ম ধারায়",section_৮_subsection_২০২৩,1.000,আয়কর আইন,২০২৩,৮,২০২৩,,,,"০২৪ প্রতিবন্ধী ব্যক্তিদের করমুক্ত সীমা ২০২৪-০৭-১০","বর্ণিত করমুক্ত আয়ের সীমা এবং অর্থ আইন, ২০২৪ এর ৬"
03_nbr_circular_simulation.json,02_finance_act_simulation.json,act_reference,"অর্থ আইন, ২০২৪ এর ৬ম ধারার উপ-ধারা (২)",section_৬_subsection_২,1.000,অর্থ আইন,২০২৪,৬,২,,,,", ২০২৩ এর ৮ম ধারায় বর্ণিত করমুক্ত আয়ের সীমা এবং","এ প্রতিবন্ধী ব্যক্তিদের জন্য বিশেষ বিধান সংক্রান্"
